1.485e-05,2.265e-05,-3e-06
1.425e-05,2.19e-05,-6e-07
1.47e-05,2.325e-05,-1.2e-06
1.26e-05,2.28e-05,-2.55e-06
1.44e-05,2.28e-05,-2.1e-06
1.395e-05,2.325e-05,-1.2e-06
1.35e-05,2.265e-05,-1.35e-06
1.305e-05,2.16e-05,0
1.35e-05,2.37e-05,-9e-07
1.305e-05,2.34e-05,-6e-07
1.365e-05,2.385e-05,-1.5e-06
1.395e-05,2.385e-05,1.2e-06
1.35e-05,2.445e-05,9e-07
1.35e-05,2.52e-05,6e-07
1.305e-05,2.4e-05,3e-07
1.38e-05,2.445e-05,6e-07
1.44e-05,2.535e-05,2.1e-06
1.2e-05,2.58e-05,9e-07
1.395e-05,2.565e-05,1.2e-06
1.26e-05,2.49e-05,2.85e-06
1.35e-05,2.685e-05,4.05e-06
1.38e-05,2.805e-05,3.3e-06
1.215e-05,2.715e-05,1.8e-06
1.38e-05,2.685e-05,3.75e-06
1.5e-05,2.85e-05,3.6e-06
1.335e-05,2.82e-05,5.25e-06
1.275e-05,2.73e-05,4.8e-06
1.56e-05,2.835e-05,5.4e-06
1.455e-05,3.075e-05,6.75e-06
1.455e-05,2.94e-05,7.5e-06
1.365e-05,2.955e-05,7.35e-06
1.47e-05,3.165e-05,8.4e-06
1.425e-05,3.045e-05,8.1e-06
1.44e-05,3.27e-05,9.3e-06
1.35e-05,3.255e-05,9.9e-06
1.395e-05,3.06e-05,1.08e-05
1.395e-05,3.06e-05,1.245e-05
1.38e-05,3.33e-05,1.335e-05
1.155e-05,3.135e-05,1.41e-05
1.305e-05,3.195e-05,1.365e-05
1.095e-05,3.15e-05,1.545e-05
9.9e-06,3.15e-05,1.575e-05
9.9e-06,3.015e-05,1.815e-05
9.6e-06,3.015e-05,1.845e-05
7.95e-06,3e-05,1.725e-05
1.02e-05,3.015e-05,1.785e-05
8.7e-06,3.06e-05,1.725e-05
9.6e-06,3.045e-05,1.785e-05
1.095e-05,2.91e-05,1.575e-05
7.35e-06,2.94e-05,1.635e-05
9.75e-06,2.775e-05,1.725e-05
1.02e-05,2.865e-05,1.74e-05
8.85e-06,2.865e-05,1.68e-05
9e-06,2.85e-05,1.665e-05
7.65e-06,2.85e-05,1.695e-05
9.9e-06,2.865e-05,1.635e-05
8.25e-06,2.775e-05,1.485e-05
1.02e-05,2.76e-05,1.545e-05
9.3e-06,2.82e-05,1.59e-05
9.15e-06,2.655e-05,1.605e-05
8.85e-06,2.685e-05,1.575e-05
9.3e-06,2.67e-05,1.515e-05
8.7e-06,2.775e-05,1.485e-05
9.3e-06,2.82e-05,1.38e-05
9.9e-06,2.52e-05,1.47e-05
1.05e-05,2.715e-05,1.32e-05
1.065e-05,2.76e-05,1.29e-05
9.6e-06,2.655e-05,1.29e-05
1.065e-05,2.73e-05,1.47e-05
1.095e-05,2.865e-05,1.335e-05
9.6e-06,2.805e-05,1.26e-05
9.9e-06,2.625e-05,1.365e-05
1.11e-05,2.67e-05,1.245e-05
1.185e-05,2.775e-05,1.38e-05
1.05e-05,2.67e-05,1.485e-05
1.17e-05,2.73e-05,1.29e-05
1.005e-05,2.715e-05,1.245e-05
1.185e-05,2.715e-05,1.245e-05
1.26e-05,2.745e-05,1.455e-05
1.245e-05,2.73e-05,1.23e-05
1.2e-05,2.655e-05,1.335e-05
1.26e-05,2.88e-05,1.17e-05
1.26e-05,2.925e-05,1.38e-05
1.305e-05,2.835e-05,1.26e-05
1.305e-05,2.94e-05,1.23e-05
1.305e-05,2.76e-05,1.26e-05
1.335e-05,2.925e-05,1.35e-05
1.425e-05,2.94e-05,1.29e-05
1.38e-05,3.015e-05,1.155e-05
1.455e-05,2.94e-05,1.2e-05
1.47e-05,2.85e-05,1.11e-05
1.665e-05,2.94e-05,1.26e-05
1.53e-05,2.835e-05,1.155e-05
1.545e-05,2.88e-05,1.215e-05
1.575e-05,2.85e-05,1.17e-05
1.56e-05,2.835e-05,1.23e-05
1.725e-05,3.03e-05,1.275e-05
1.77e-05,2.835e-05,9.9e-06
1.71e-05,2.865e-05,1.05e-05
1.62e-05,2.955e-05,1.035e-05
1.83e-05,2.925e-05,1.035e-05
1.815e-05,2.91e-05,1.05e-05
1.83e-05,3e-05,1.08e-05
1.905e-05,2.88e-05,1.08e-05
1.905e-05,2.745e-05,1.035e-05
1.95e-05,3.015e-05,9.9e-06
1.785e-05,2.85e-05,9e-06
1.875e-05,3.045e-05,1.095e-05
1.92e-05,2.94e-05,1.05e-05
1.875e-05,2.865e-05,1.05e-05
2.04e-05,3e-05,1.005e-05
2.145e-05,3e-05,9e-06
2.1e-05,3.045e-05,1.095e-05
1.995e-05,3.015e-05,9.9e-06
2.1e-05,2.865e-05,1.095e-05
2.22e-05,2.88e-05,1.005e-05
2.19e-05,3e-05,9.75e-06
2.19e-05,2.955e-05,9e-06
2.19e-05,2.955e-05,9.3e-06
2.235e-05,3.075e-05,1.05e-05
2.28e-05,3.015e-05,9.6e-06
2.28e-05,3.075e-05,9.9e-06
2.34e-05,3.015e-05,1.05e-05
2.205e-05,3.045e-05,1.02e-05
2.43e-05,3.105e-05,1.005e-05
2.475e-05,3.105e-05,1.005e-05
2.505e-05,3e-05,1.17e-05
2.385e-05,2.97e-05,1.125e-05
2.595e-05,3.195e-05,1.155e-05
2.61e-05,3.105e-05,1.11e-05
2.61e-05,3.135e-05,1.08e-05
2.535e-05,3.135e-05,9.75e-06
2.73e-05,3.045e-05,1.125e-05
2.715e-05,3.03e-05,1.245e-05
2.76e-05,3.105e-05,1.215e-05
2.82e-05,3.03e-05,1.14e-05
2.61e-05,3e-05,1.245e-05
2.985e-05,3.15e-05,1.26e-05
2.925e-05,3.135e-05,1.215e-05
2.85e-05,3.15e-05,1.29e-05
2.895e-05,3.105e-05,1.215e-05
2.895e-05,3.105e-05,1.275e-05
2.985e-05,3.255e-05,1.365e-05
2.91e-05,3.225e-05,1.395e-05
3.045e-05,3.105e-05,1.275e-05
3.045e-05,3.165e-05,1.35e-05
3.105e-05,3.105e-05,1.275e-05
3.15e-05,3.21e-05,1.455e-05
3.06e-05,3.045e-05,1.575e-05
3.24e-05,3.195e-05,1.365e-05
3.21e-05,3.165e-05,1.38e-05
3.06e-05,3.045e-05,1.5e-05
3.3e-05,3.045e-05,1.365e-05
3.27e-05,3.15e-05,1.5e-05
3.36e-05,3.21e-05,1.41e-05
3.42e-05,3.15e-05,1.395e-05
3.33e-05,3.315e-05,1.455e-05
3.36e-05,3.135e-05,1.275e-05
3.375e-05,3.075e-05,1.29e-05
3.375e-05,3.12e-05,1.395e-05
3.36e-05,3.135e-05,1.35e-05
3.465e-05,3.06e-05,1.35e-05
3.255e-05,3.135e-05,1.32e-05
3.465e-05,3.03e-05,1.38e-05
3.165e-05,3.045e-05,1.365e-05
3.435e-05,3.165e-05,1.38e-05
3.345e-05,3.045e-05,1.29e-05
3.18e-05,3.105e-05,1.17e-05
3.24e-05,3.075e-05,1.155e-05
3.24e-05,2.97e-05,1.155e-05
3.18e-05,3.24e-05,1.275e-05
3.27e-05,3.12e-05,1.155e-05
3.015e-05,3.075e-05,1.095e-05
3.075e-05,3e-05,9.75e-06
3.135e-05,3.015e-05,1.02e-05
2.91e-05,2.91e-05,8.1e-06
2.88e-05,2.94e-05,7.2e-06
2.82e-05,2.955e-05,9.75e-06
2.82e-05,3e-05,8.7e-06
2.7e-05,2.91e-05,9.15e-06
2.82e-05,2.88e-05,6.3e-06
2.685e-05,2.925e-05,5.55e-06
2.76e-05,2.67e-05,6.3e-06
2.64e-05,2.85e-05,5.55e-06
2.76e-05,2.82e-05,5.55e-06
2.685e-05,2.745e-05,4.95e-06
2.565e-05,2.73e-05,4.35e-06
2.505e-05,2.715e-05,3.9e-06
2.475e-05,2.67e-05,4.2e-06
2.295e-05,2.46e-05,2.55e-06
2.4e-05,2.43e-05,2.1e-06
2.385e-05,2.52e-05,1.95e-06
2.235e-05,2.4e-05,1.95e-06
2.325e-05,2.355e-05,7.5e-07
2.28e-05,2.52e-05,3e-07
2.19e-05,2.535e-05,1.5e-07
2.115e-05,2.43e-05,1.8e-06
2.01e-05,2.385e-05,4.5e-07
1.845e-05,2.295e-05,6e-07
1.83e-05,2.46e-05,-1.5e-07
1.635e-05,2.34e-05,0
1.665e-05,2.475e-05,-6e-07
1.68e-05,2.49e-05,1.5e-07
1.815e-05,2.37e-05,9e-07
1.62e-05,2.49e-05,-1.5e-07
1.56e-05,2.55e-05,1.65e-06
1.455e-05,2.55e-05,1.95e-06
1.44e-05,2.43e-05,1.2e-06
1.44e-05,2.535e-05,1.2e-06
1.35e-05,2.625e-05,1.35e-06
1.245e-05,2.58e-05,1.65e-06
1.275e-05,2.655e-05,1.35e-06
1.275e-05,2.58e-05,1.65e-06
8.7e-06,2.715e-05,2.55e-06
1.155e-05,2.49e-05,2.1e-06
9.9e-06,2.55e-05,1.95e-06
9.6e-06,2.625e-05,1.35e-06
9.3e-06,2.565e-05,2.1e-06
8.85e-06,2.625e-05,3e-06
9.75e-06,2.565e-05,2.85e-06
9.15e-06,2.76e-05,3.75e-06
8.55e-06,2.58e-05,3.3e-06
6.9e-06,2.67e-05,2.1e-06
8.55e-06,2.685e-05,5.1e-06
7.35e-06,2.655e-05,6.45e-06
7.05e-06,2.625e-05,5.7e-06
6.45e-06,2.745e-05,5.55e-06
6.45e-06,2.67e-05,6.3e-06
7.05e-06,2.76e-05,6.15e-06
5.85e-06,2.745e-05,7.95e-06
7.05e-06,2.805e-05,6.75e-06
6.15e-06,2.595e-05,7.35e-06
6.75e-06,2.55e-05,6.45e-06
4.95e-06,2.805e-05,6.45e-06
4.8e-06,2.745e-05,9e-06
3.15e-06,2.655e-05,9.6e-06
3.45e-06,2.625e-05,9.9e-06
3.15e-06,2.91e-05,9.6e-06
2.1e-06,2.805e-05,1.02e-05
1.95e-06,2.565e-05,1.005e-05
